mode,ship_date,ship_date_time,delivery_date,delivery_date_time,hours,ship_from,ship_from_coords,ice_customer_name,ship_to,ship_to_coords,number_of_pallets
LTL,2023-10-09,2023-10-09 13:00:00,2023-10-13,2023-10-13 11:00:00,94,"Carol Stream, IL","[-88.1307,41.9181]",D&H Distributing Co.,"Santa Fe Springs, CA","[-118.0625,33.9329]",3.92
PCL,2023-08-16,2023-08-16 11:00:00,2023-08-17,2023-08-17 7:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Oconomowoc, WI","[-88.4948,43.0996]",0.02
PCL,2023-09-21,2023-09-21 15:00:00,2023-09-23,2023-09-23 11:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bethlehem, PA","[-75.3679,40.6266]",0.15
PCL,2023-09-25,2023-09-25 11:00:00,2023-09-27,2023-09-27 8:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Stockmarket / Ferguson Enterprises,"Fort Payne, AL","[-85.6965,34.4559]",0.02
LTL,2023-10-09,2023-10-09 8:00:00,2023-10-13,2023-10-13 10:00:00,98,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Rialto, CA","[-117.3892,34.1175]",0.02
PCL,2023-07-12,2023-07-12 13:00:00,2023-07-14,2023-07-14 9:00:00,44,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Salem, OR","[-123.0244,44.9233]",0.02
PCL,2023-09-26,2023-09-26 17:00:00,2023-09-28,2023-09-28 10:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Midway, TN","[-82.9962, 36.1766]",0.08
PCL,2023-10-23,2023-10-23 20:00:00,2023-10-26,2023-10-26 20:00:00,72,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Chesapeake, VA","[-76.3023,36.6778]",0.09
PCL,2023-09-29,2023-09-29 15:00:00,2023-10-02,2023-10-02 6:00:00,63,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Mccordsville, IN","[-85.9208,39.8966]",0
PCL,2023-10-10,2023-10-10 13:00:00,2023-10-11,2023-10-11 10:00:00,21,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Rialto, CA","[-117.3892,34.1175]",0.07
PCL,2023-07-11,2023-07-11 16:00:00,2023-07-13,2023-07-13 10:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",0.01
PCL,2023-07-28,2023-07-28 13:00:00,2023-08-01,2023-08-01 7:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0.02
PCL,2023-07-10,2023-07-10 14:00:00,2023-07-11,2023-07-11 9:00:00,19,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Mccordsville, IN","[-85.9208,39.8966]",0.28
PCL,2023-07-27,2023-07-27 12:00:00,2023-07-31,2023-07-31 5:00:00,89,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Hopkinsville, KY","[-87.4775,36.8381]",0.04
PCL,2023-09-20,2023-09-20 18:00:00,2023-09-22,2023-09-22 10:00:00,40,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Pueblo, CO","[-104.6114,38.2701]",0.03
PCL,2023-10-23,2023-10-23 11:00:00,2023-10-24,2023-10-24 10:00:00,23,"Carol Stream, IL","[-88.1307,41.9181]",AT&T Mobility LLC,"Plainfield, IN","[-86.3716,39.6954]",0.33
LTL,2023-09-28,2023-09-28 15:00:00,2023-10-05,2023-10-05 15:00:00,168,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Palestine, TX","[-95.6471,31.7544]",0.09
LTL,2023-07-24,2023-07-24 15:00:00,2023-07-26,2023-07-26 8:00:00,41,"Rancho Cucamonga, CA","[-117.5667,34.1247]",HD Supply Facilities Maintenance,"Phoenix, AZ","[-112.0892,33.5722]",0.11
PCL,2023-07-18,2023-07-18 13:00:00,2023-07-20,2023-07-20 8:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bentonville, AR","[-94.2305,36.3547]",0.01
PCL,2023-07-27,2023-07-27 14:00:00,2023-08-03,2023-08-03 9:00:00,163,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Shafter, CA","[-119.2013,35.4794]",0.02
PCL,2023-07-31,2023-07-31 14:00:00,2023-08-01,2023-08-01 8:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Galesburg, MI","[-85.4182,42.2911]",0.09
PCL,2023-08-14,2023-08-14 17:00:00,2023-08-18,2023-08-18 10:00:00,89,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram US,"Carol Stream, IL","[-88.1307,41.9181]",0.04
LTL,2023-07-20,2023-07-20 15:00:00,2023-07-25,2023-07-25 10:00:00,115,"Rancho Cucamonga, CA","[-117.5667,34.1247]",ADT - US,"Springville, UT","[-111.6205,40.1638]",1
PCL,2023-08-16,2023-08-16 17:00:00,2023-08-18,2023-08-18 8:00:00,39,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Shelby, NC","[-81.5451,35.2904]",0.05
PCL,2023-08-03,2023-08-03 13:00:00,2023-08-10,2023-08-10 10:00:00,165,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Midway, GA","[-81.419,31.8003]",0.02
PCL,2023-09-21,2023-09-21 14:00:00,2023-09-22,2023-09-22 10:00:00,20,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Fontana, CA","[-117.4599,34.0968]",0.07
LTL,2023-08-10,2023-08-10 14:00:00,2023-08-17,2023-08-17 8:00:00,162,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Verizon,"Redlands, CA","[-117.1712,34.0512]",0.53
PCL,2023-10-11,2023-10-11 15:00:00,2023-10-16,2023-10-16 12:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Woodland, PA","[-78.3414, 40.9984]",0.01
PCL,2023-10-20,2023-10-20 16:00:00,2023-10-25,2023-10-25 9:00:00,113,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.02
PCL,2023-10-10,2023-10-10 8:00:00,2023-10-16,2023-10-16 20:00:00,156,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Chesapeake, VA","[-76.3023,36.6778]",0.05
PCL,2023-10-02,2023-10-02 15:00:00,2023-10-05,2023-10-05 9:00:00,66,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Houston, TX","[-95.3885,29.786]",0.07
LTL,2023-10-06,2023-10-06 11:00:00,2023-10-12,2023-10-12 14:00:00,147,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Stuarts Draft, VA","[-79.0354,38.0188]",0.17
PCL,2023-09-05,2023-09-05 17:00:00,2023-09-11,2023-09-11 12:00:00,139,"Carol Stream, IL","[-88.1307,41.9181]",Stockmarket / Ferguson Enterprises,"Perris, CA","[-117.2233,33.7898]",0.03
PCL,2023-07-17,2023-07-17 16:00:00,2023-07-18,2023-07-18 7:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Midlothian, TX","[-96.989,32.4669]",0.02
PCL,2023-08-15,2023-08-15 15:00:00,2023-08-18,2023-08-18 8:00:00,65,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Brookhaven, MS","[-90.4432,31.5803]",0.01
PCL,2023-10-24,2023-10-24 14:00:00,2023-10-25,2023-10-25 10:00:00,20,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Perris, CA","[-117.2233,33.7898]",0.28
PCL,2023-07-26,2023-07-26 6:00:00,2023-07-28,2023-07-28 5:00:00,47,"Carol Stream, IL","[-88.1307,41.9181]",Best Buy,"Ardmore, OK","[-97.1256,34.1949]",2
LTL,2023-07-10,2023-07-10 14:00:00,2023-07-14,2023-07-14 13:00:00,95,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Palestine, TX","[-95.6471,31.7544]",0.54
PCL,2023-09-26,2023-09-26 15:00:00,2023-09-28,2023-09-28 8:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Smyrna, DE","[-75.6083,39.2935]",0.02
PCL,2023-07-18,2023-07-18 14:00:00,2023-07-21,2023-07-21 7:00:00,65,"Carol Stream, IL","[-88.1307,41.9181]",Stockmarket / Ferguson Enterprises,"Coxsackie, NY","[-73.8029, 42.3509]",0.01
PCL,2023-08-31,2023-08-31 15:00:00,2023-09-01,2023-09-01 14:00:00,23,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Apple Valley, CA","[-117.2109,34.5352]",0.02
PCL,2023-08-09,2023-08-09 11:00:00,2023-08-10,2023-08-10 10:00:00,23,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Mira Loma, CA","[-117.5159, 33.9845]",0.11
PCL,2023-08-24,2023-08-24 11:00:00,2023-08-28,2023-08-28 5:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Best Buy,"Dinuba, CA","[-119.3987,36.5453]",1.52
PCL,2023-10-19,2023-10-19 16:00:00,2023-10-20,2023-10-20 7:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0
PCL,2023-08-03,2023-08-03 18:00:00,2023-08-10,2023-08-10 7:00:00,157,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Galesburg, MI","[-85.4182,42.2911]",0.09
PCL,2023-08-09,2023-08-09 12:00:00,2023-08-14,2023-08-14 9:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Newton, NC","[-81.2335,35.663]",0.01
PCL,2023-09-20,2023-09-20 16:00:00,2023-09-22,2023-09-22 7:00:00,39,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.01
PCL,2023-07-12,2023-07-12 15:00:00,2023-07-14,2023-07-14 7:00:00,40,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.03
PCL,2023-09-07,2023-09-07 17:00:00,2023-09-13,2023-09-13 14:00:00,141,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Hermiston, OR","[-119.2854,45.8326]",0.03
PCL,2023-09-29,2023-09-29 12:00:00,2023-10-03,2023-10-03 10:00:00,94,"Rancho Cucamonga, CA","[-117.5667,34.1247]",US Cellular,"Elgin, IL","[-88.324,42.0383]",0.11
PCL,2023-07-14,2023-07-14 14:00:00,2023-07-18,2023-07-18 10:00:00,92,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",0.01
PCL,2023-07-26,2023-07-26 15:00:00,2023-07-27,2023-07-27 9:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Ingram US,"Carol Stream, IL","[-88.1307,41.9181]",0.02
PCL,2023-08-11,2023-08-11 14:00:00,2023-08-17,2023-08-17 6:00:00,136,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Amsterdam, NY","[-74.1906,42.942]",0.06
PCL,2023-10-05,2023-10-05 11:00:00,2023-10-06,2023-10-06 7:00:00,20,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Joliet, IL","[-88.1499,41.5188]",0.33
PCL,2023-08-16,2023-08-16 17:00:00,2023-08-22,2023-08-22 13:00:00,140,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot.com,"Lacey, WA","[-122.7933,47.0462]",0.01
PCL,2023-10-26,2023-10-26 15:00:00,null,null,#VALUE!,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Mount Pleasant, IA","[-91.5452,40.9625]",0.05
PCL,2023-09-06,2023-09-06 15:00:00,2023-09-08,2023-09-08 20:00:00,53,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.02
PCL,2023-08-24,2023-08-24 16:00:00,2023-08-28,2023-08-28 10:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Edgerton, KS","[-94.9706,38.7717]",0
PCL,2023-07-27,2023-07-27 14:00:00,2023-07-31,2023-07-31 8:00:00,90,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Grantsville, UT","[-112.4777,40.6148]",0
PCL,2023-08-03,2023-08-03 8:00:00,2023-08-07,2023-08-07 9:00:00,97,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Pueblo, CO","[-104.6114,38.2701]",0.01
PCL,2023-07-10,2023-07-10 11:00:00,2023-07-14,2023-07-14 6:00:00,91,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Chambersburg, PA","[-77.6556,39.9315]",0.01
PCL,2023-08-24,2023-08-24 18:00:00,2023-08-29,2023-08-29 6:00:00,108,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Seymour, IN","[-85.8911,38.9476]",0
FTL,2023-07-07,2023-07-07 12:00:00,2023-07-11,2023-07-11 9:00:00,93,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Rialto, CA","[-117.3892,34.1175]",0.64
FTL,2023-08-17,2023-08-17 8:00:00,2023-08-24,2023-08-24 9:00:00,169,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",1.07
FTL,2023-09-23,2023-09-23 6:00:00,2023-09-25,2023-09-25 8:00:00,50,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Comcast Cable Communications [Xfinity],"Mount Juliet, TN","[-86.5115,36.199]",0.81
PCL,2023-08-02,2023-08-02 12:00:00,2023-08-04,2023-08-04 7:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Cullman, AL","[-86.8407,34.1775]",0.05
PCL,2023-08-16,2023-08-16 12:00:00,2023-08-18,2023-08-18 8:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Brookhaven, MS","[-90.4432,31.5803]",0.03
PCL,2023-09-19,2023-09-19 14:00:00,2023-09-21,2023-09-21 10:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Topeka, KS","[-95.6955,39.0346]",0.18
PCL,2023-09-26,2023-09-26 15:00:00,2023-09-28,2023-09-28 10:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Brooksville, FL","[-82.3903,28.5404]",0.04
PCL,2023-09-28,2023-09-28 17:00:00,2023-10-02,2023-10-02 7:00:00,86,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Charlotte, NC","[-80.8303,35.2083]",0.21
PCL,2023-08-09,2023-08-09 11:00:00,2023-08-10,2023-08-10 10:00:00,23,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",0.19
LTL,2023-07-18,2023-07-18 17:00:00,2023-07-21,2023-07-21 9:00:00,64,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Ontario, CA","[-117.6064,34.0393]",1.33
PCL,2023-08-29,2023-08-29 15:00:00,2023-09-01,2023-09-01 6:00:00,63,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.02
PCL,2023-09-21,2023-09-21 8:00:00,2023-09-22,2023-09-22 8:00:00,24,"Carol Stream, IL","[-88.1307,41.9181]",Charter Communications (Spectrum),"Flower Mound, TX","[-97.1146,33.0343]",2.89
LTL,2023-07-24,2023-07-24 16:00:00,2023-07-28,2023-07-28 5:00:00,85,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Columbus, OH","[-82.9855,39.9862]",3.85
PCL,2023-08-03,2023-08-03 10:00:00,2023-08-07,2023-08-07 9:00:00,95,"Carol Stream, IL","[-88.1307,41.9181]",Stockmarket / Ferguson Enterprises,"Mcgregor, TX","[-97.4283,31.4186]",0.29
PCL,2023-08-15,2023-08-15 16:00:00,2023-08-18,2023-08-18 12:00:00,68,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Mc Calla, AL","[-87.0140, 33.3451]",0.56
PCL,2023-07-10,2023-07-10 19:00:00,2023-07-12,2023-07-12 23:00:00,52,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Rialto, CA","[-117.3892,34.1175]",0
PCL,2023-07-18,2023-07-18 17:00:00,2023-07-24,2023-07-24 9:00:00,136,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Salem, OR","[-123.0244,44.9233]",0.47
FTL,2023-07-10,2023-07-10 7:00:00,2023-07-11,2023-07-11 18:00:00,35,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Chesapeake, VA","[-76.3023,36.6778]",13.36
FTL,2023-09-11,2023-09-11 14:00:00,2023-09-12,2023-09-12 7:00:00,17,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Memphis, TN","[-89.9663,35.1087]",2.32
FTL,2023-10-06,2023-10-06 8:00:00,2023-10-09,2023-10-09 11:00:00,75,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Chesapeake, VA","[-76.3023,36.6778]",4.3
LTL,2023-07-03,2023-07-03 12:00:00,2023-07-07,2023-07-07 3:00:00,87,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Monroe Township, NJ","[-74.4330, 40.3364]",3.65
LTL,2023-08-08,2023-08-08 14:00:00,2023-08-11,2023-08-11 10:00:00,68,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"West Columbia, SC","[-81.0936,33.9932]",0.96
LTL,2023-08-16,2023-08-16 16:00:00,2023-08-21,2023-08-21 14:00:00,118,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Opelousas, LA","[-92.0816,30.5252]",0.2
PCL,2023-09-26,2023-09-26 14:00:00,2023-09-29,2023-09-29 8:00:00,66,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hopewell Junction, NY","[-73.8103,41.5805]",0.03
PCL,2023-08-23,2023-08-23 17:00:00,2023-08-28,2023-08-28 7:00:00,110,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Smyrna, DE","[-75.6083,39.2935]",0.02
PCL,2023-09-11,2023-09-11 17:00:00,2023-09-14,2023-09-14 9:00:00,64,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Salem, OR","[-123.0244,44.9233]",0.07
PCL,2023-10-26,2023-10-26 14:00:00,null,null,#VALUE!,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Ottawa, KS","[-95.2636,38.5996]",0.02
PCL,2023-10-19,2023-10-19 13:00:00,2023-10-20,2023-10-20 9:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Chicago, IL","[-87.6866,41.8375]",0.03
PCL,2023-08-03,2023-08-03 17:00:00,2023-08-09,2023-08-09 23:00:00,150,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Tolleson, AZ","[-112.256,33.4484]",0.59
FTL,2023-07-31,2023-07-31 15:00:00,2023-07-31,2023-07-31 23:00:00,8,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",5.62
FTL,2023-08-04,2023-08-04 7:00:00,2023-08-07,2023-08-07 4:00:00,69,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Chesapeake, VA","[-76.3023,36.6778]",11.78
PCL,2023-08-02,2023-08-02 11:00:00,2023-08-04,2023-08-04 10:00:00,47,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Lugoff, SC","[-80.6973,34.2113]",0.21
PCL,2023-08-22,2023-08-22 14:00:00,2023-08-24,2023-08-24 11:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Tobyhanna, PA","[-75.4179, 41.1798]",0.03
PCL,2023-09-05,2023-09-05 19:00:00,2023-09-07,2023-09-07 9:00:00,38,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Indianapolis, IN","[-86.1458,39.7771]",0.01
PCL,2023-09-27,2023-09-27 11:00:00,2023-09-29,2023-09-29 8:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Dallas, TX","[-96.7667,32.7935]",0.01
FTL,2023-10-06,2023-10-06 7:00:00,2023-10-07,2023-10-07 14:00:00,31,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Joliet, IL","[-88.1499,41.5188]",1.58
LTL,2023-07-20,2023-07-20 16:00:00,2023-07-25,2023-07-25 3:00:00,107,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Indianapolis, IN","[-86.1458,39.7771]",0.75
LTL,2023-09-11,2023-09-11 21:00:00,2023-09-14,2023-09-14 8:00:00,59,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Mc Calla, AL","[-87.0140, 33.3451]",3.69
PCL,2023-09-05,2023-09-05 18:00:00,2023-09-07,2023-09-07 6:00:00,36,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Galesburg, MI","[-85.4182,42.2911]",0.05
PCL,2023-09-08,2023-09-08 12:00:00,2023-09-13,2023-09-13 11:00:00,119,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Phoenix, AZ","[-112.0892,33.5722]",0.02
LTL,2023-08-15,2023-08-15 19:00:00,2023-08-21,2023-08-21 12:00:00,137,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Lagrange, GA","[-85.0384,33.0274]",0.27
LTL,2023-07-26,2023-07-26 15:00:00,2023-07-31,2023-07-31 7:00:00,112,"Rancho Cucamonga, CA","[-117.5667,34.1247]",TD Synnex Corporation,"Southaven, MS","[-89.9786,34.9514]",0.77
PCL,2023-07-05,2023-07-05 13:00:00,2023-07-07,2023-07-07 7:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Greenwood, IN","[-86.1073,39.6019]",0.23
PCL,2023-07-26,2023-07-26 15:00:00,2023-07-27,2023-07-27 7:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Joliet, IL","[-88.1499,41.5188]",0.6
PCL,2023-08-29,2023-08-29 14:00:00,2023-08-31,2023-08-31 8:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Cullman, AL","[-86.8407,34.1775]",0.02
PCL,2023-09-26,2023-09-26 14:00:00,2023-09-28,2023-09-28 10:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Cullman, AL","[-86.8407,34.1775]",0.09
PCL,2023-10-03,2023-10-03 17:00:00,2023-10-06,2023-10-06 8:00:00,63,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Dallas, TX","[-96.7667,32.7935]",0.01
PCL,2023-07-12,2023-07-12 13:00:00,2023-07-18,2023-07-18 8:00:00,139,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Albany, OR","[-123.0965,44.6272]",0.11
LTL,2023-07-20,2023-07-20 15:00:00,2023-07-25,2023-07-25 10:00:00,115,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Rialto, CA","[-117.3892,34.1175]",0.38
PCL,2023-10-02,2023-10-02 17:00:00,2023-10-04,2023-10-04 9:00:00,40,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Moreno Valley, CA","[-117.2045,33.9244]",0.04
PCL,2023-10-04,2023-10-04 15:00:00,2023-10-09,2023-10-09 12:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Memphis, TN","[-89.9663,35.1087]",0.41
PCL,2023-09-21,2023-09-21 15:00:00,2023-09-25,2023-09-25 8:00:00,89,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Ottawa, KS","[-95.2636,38.5996]",0.03
PCL,2023-09-26,2023-09-26 12:00:00,2023-09-28,2023-09-28 9:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Lugoff, SC","[-80.6973,34.2113]",0.1
PCL,2023-08-17,2023-08-17 9:00:00,2023-08-21,2023-08-21 13:00:00,100,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Woodland, PA","[-78.3414, 40.9984]",0.01
FTL,2023-09-11,2023-09-11 12:00:00,2023-09-14,2023-09-14 5:00:00,65,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.5
LTL,2023-08-16,2023-08-16 19:00:00,2023-08-21,2023-08-21 14:00:00,115,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Raymond, NH","[-71.1834, 43.0362]",0.4
LTL,2023-08-25,2023-08-25 14:00:00,2023-08-30,2023-08-30 6:00:00,112,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Monroe Township, NJ","[-74.4330, 40.3364]",3.4
LTL,2023-10-25,2023-10-25 22:00:00,null,null,#VALUE!,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Gansevoort, NY","[-73.6518, 43.1962]",3.89
LTL,2023-07-18,2023-07-18 17:00:00,2023-07-27,2023-07-27 9:00:00,208,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Amsterdam, NY","[-74.1906,42.942]",0.55
LTL,2023-08-29,2023-08-29 14:00:00,2023-08-31,2023-08-31 10:00:00,44,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram US,"Mira Loma, CA","[-117.5159, 33.9845]",0.34
PCL,2023-09-28,2023-09-28 15:00:00,2023-10-02,2023-10-02 12:00:00,93,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Goodyear, AZ","[-112.3622,33.2614]",0.01
PCL,2023-08-03,2023-08-03 10:00:00,2023-08-04,2023-08-04 9:00:00,23,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Cedar Falls, IA","[-92.4536,42.5195]",0.1
PCL,2023-09-15,2023-09-15 14:00:00,2023-09-20,2023-09-20 7:00:00,113,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Locust Grove, GA","[-84.1071,33.3446]",0.18
PCL,2023-09-28,2023-09-28 17:00:00,2023-10-02,2023-10-02 20:00:00,99,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Chesapeake, VA","[-76.3023,36.6778]",0.15
PCL,2023-09-13,2023-09-13 14:00:00,2023-09-14,2023-09-14 6:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Monroe Township, NJ","[-74.4330, 40.3364]",5.83
LTL,2023-07-20,2023-07-20 17:00:00,2023-07-25,2023-07-25 14:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Cedar Falls, IA","[-92.4536,42.5195]",0.63
LTL,2023-08-24,2023-08-24 15:00:00,2023-08-28,2023-08-28 13:00:00,94,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.61
LTL,2023-10-09,2023-10-09 18:00:00,2023-10-16,2023-10-16 15:00:00,165,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Phoenix, AZ","[-112.0892,33.5722]",0.59
PCL,2023-07-11,2023-07-11 21:00:00,2023-07-14,2023-07-14 10:00:00,61,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Midway, TN","[-82.9962, 36.1766]",0.01
